52.338234,13.088346,standard,complete,1743769083
52.338234,13.099373,standard,complete,1743769084
52.338234,13.1104,standard,complete,1743769086
52.338234,13.121426,standard,complete,1743769087
52.338234,13.132453,standard,complete,1743769088
52.338234,13.14348,standard,complete,1743769089
52.338234,13.154507,standard,complete,1743769090
52.338234,13.165533,standard,complete,1743769091
52.338234,13.17656,standard,complete,1743769093
52.338234,13.187587,standard,complete,1743769094
52.338234,13.198614,standard,complete,1743769095
52.338234,13.20964,standard,complete,1743769096
52.338234,13.220667,standard,complete,1743769097
52.338234,13.231694,standard,complete,1743769099
52.338234,13.242721,standard,complete,1743769100
52.338234,13.253747,standard,complete,1743769101
52.338234,13.264774,standard,complete,1743769102
52.338234,13.275801,standard,complete,1743769103
52.338234,13.286828,standard,complete,1743769104
52.338234,13.297854,standard,complete,1743769105
52.338234,13.308881,standard,complete,1743769107
52.338234,13.319908,standard,complete,1743769108
52.338234,13.330935,standard,complete,1743769109
52.338234,13.341961,standard,complete,1743769110
52.338234,13.352988,standard,complete,1743769111
52.338234,13.364015,standard,complete,1743769112
52.338234,13.375042,standard,complete,1743769113
52.338234,13.386068,standard,complete,1743769115
52.338234,13.397095,standard,complete,1743769116
52.338234,13.408122,standard,complete,1743769117
52.338234,13.419149,standard,complete,1743769118
52.338234,13.430175,standard,complete,1743769119
52.338234,13.441202,standard,complete,1743769121
52.338234,13.452229,standard,complete,1743769122
52.338234,13.463256,standard,complete,1743769123
52.338234,13.474282,standard,complete,1743769124
52.338234,13.485309,standard,complete,1743769125
52.338234,13.496336,standard,complete,1743769126
52.338234,13.507363,standard,complete,1743769127
52.338234,13.518389,standard,complete,1743769129
52.338234,13.529416,standard,complete,1743769130
52.338234,13.540443,standard,complete,1743769131
52.338234,13.55147,standard,complete,1743769132
52.338234,13.562496,standard,complete,1743769133
52.338234,13.573523,standard,complete,1743769134
52.338234,13.58455,standard,complete,1743769136
52.338234,13.595577,standard,complete,1743769137
52.338234,13.606603,standard,complete,1743769138
52.338234,13.61763,standard,complete,1743769139
52.338234,13.628657,standard,complete,1743769140
52.338234,13.639684,standard,complete,1743769142
52.338234,13.65071,standard,complete,1743769143
52.338234,13.661737,standard,complete,1743769144
52.338234,13.672764,standard,complete,1743769145
52.338234,13.683791,standard,complete,1743769146
52.338234,13.694817,standard,complete,1743769147
52.338234,13.705844,standard,complete,1743769149
52.338234,13.716871,standard,complete,1743769150
52.338234,13.727898,standard,complete,1743769151
52.338234,13.738924,standard,complete,1743769152
52.338234,13.749951,standard,complete,1743769153
52.338234,13.760978,standard,complete,1743769154
52.344971,13.088346,standard,complete,1743769156
52.344971,13.099374,standard,complete,1743769157
52.344971,13.110403,standard,complete,1743769158
52.344971,13.121431,standard,complete,1743769159
52.344971,13.13246,standard,complete,1743769160
52.344971,13.143488,standard,complete,1743769161
52.344971,13.154517,standard,complete,1743769163
52.344971,13.165545,standard,complete,1743769164
52.344971,13.176573,standard,complete,1743769165
52.344971,13.187602,standard,complete,1743769166
52.344971,13.19863,standard,complete,1743769167
52.344971,13.209659,standard,complete,1743769168
52.344971,13.220687,standard,complete,1743769170
52.344971,13.231716,standard,complete,1743769171
52.344971,13.242744,standard,complete,1743769172
52.344971,13.253772,standard,complete,1743769173
52.344971,13.264801,standard,complete,1743769174
52.344971,13.275829,standard,complete,1743769175
52.344971,13.286858,standard,complete,1743769177
52.344971,13.297886,standard,complete,1743769178
52.344971,13.308915,standard,complete,1743769179
52.344971,13.319943,standard,complete,1743769180
52.344971,13.330972,standard,complete,1743769181
52.344971,13.342,standard,complete,1743769182
52.344971,13.353028,standard,complete,1743769184
52.344971,13.364057,standard,complete,1743769185
52.344971,13.375085,standard,complete,1743769186
52.344971,13.386114,standard,complete,1743769187
52.344971,13.397142,standard,complete,1743769188
52.344971,13.408171,standard,complete,1743769189
52.344971,13.419199,standard,complete,1743769191
52.344971,13.430227,standard,complete,1743769192
52.344971,13.441256,standard,complete,1743769193
52.344971,13.452284,standard,complete,1743769194
52.344971,13.463313,standard,complete,1743769195
52.344971,13.474341,standard,complete,1743769196
52.344971,13.48537,standard,complete,1743769197
52.344971,13.496398,standard,complete,1743769199
52.344971,13.507426,standard,complete,1743769200
52.344971,13.518455,standard,complete,1743769201
52.344971,13.529483,standard,complete,1743769202
52.344971,13.540512,standard,complete,1743769203
52.344971,13.55154,standard,complete,1743769204
52.344971,13.562569,standard,complete,1743769206
52.344971,13.573597,standard,complete,1743769207
52.344971,13.584625,standard,complete,1743769208
52.344971,13.595654,standard,complete,1743769209
52.344971,13.606682,standard,complete,1743769210
52.344971,13.617711,standard,complete,1743769211
52.344971,13.628739,standard,complete,1743769212
52.344971,13.639768,standard,complete,1743769214
52.344971,13.650796,standard,complete,1743769215
52.344971,13.661825,standard,complete,1743769216
52.344971,13.672853,standard,complete,1743769217
52.344971,13.683881,standard,complete,1743769218
52.344971,13.69491,standard,complete,1743769219
52.344971,13.705938,standard,complete,1743769221
52.344971,13.716967,standard,complete,1743769222
52.344971,13.727995,standard,complete,1743769223
52.344971,13.739024,standard,complete,1743769224
52.344971,13.750052,standard,complete,1743769225
52.344971,13.76108,standard,complete,1743769226
52.351709,13.088346,standard,complete,1743769228
52.351709,13.099376,standard,complete,1743769229
52.351709,13.110406,standard,complete,1743769230
